Station Number,Station Name,Station Description,Parameter Name,Prameter Description,Units of Measure,Year,Result Count,Result Average,Result Min,Result Max,Waterway,x,y
110,Springinsguth Rd.,West Branch DuPage River at Springinsguth Road,TOC ,Total Organic Carbon,mg/L,2024,12,12,8,23,West Branch Du Page River,-9809372.143319122,5162219.006850576
111,Arlington Dr.,West Branch DuPage River at Arlington Drive,TOC ,Total Organic Carbon,mg/L,2024,12,7,6,10,West Branch DuPage River,-9811547.219382191,5157233.888994125
112,Dempster St.,North Shore Channel at Dempster Street,TOC ,Total Organic Carbon,mg/L,2024,12,3,2,6,North Shore Channel,-9763803.492506059,5167131.2098396
127,Lincoln Street,Weller Creek at Lincoln Street,TOC ,Total Organic Carbon,mg/L,2024,13,6,2,21,Weller Creek,-9791310.180190712,5169842.130070917
129,139th Street,Midlothian Creek at 139th Street,TOC ,Total Organic Carbon,mg/L,2024,12,6,4,8,Midlothian Creek,-9762565.693509998,5107888.2094410425
130,Chatham Road,Midlothian Creek at Chatham Road,TOC ,Total Organic Carbon,mg/L,2024,12,6,4,8,Midlothian Creek,-9759961.818484122,5107888.209656332
18,Devon Avenue,Salt Creek at Devon Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,8,6,11,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,8,5,27,Des Plaines River,-9779371.53102385,5151588.097147647
22,Ogden Avenue,Des Plaines River at Ogden Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,6,5,8,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,TOC ,Total Organic Carbon,mg/L,2024,12,6,5,9,Des Plaines River,-9782918.22214516,5121485.94585754
36,Touhy Avenue,North Shore Channel at Touhy Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,5,4,7,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,5,4,6,North Branch Chicago River,-9762427.895694703,5155720.021993471
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,TOC ,Total Organic Carbon,mg/L,2024,13,6,4,7,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
43,Route 83,Calumet-Sag Channel at Route 83,TOC ,Total Organic Carbon,mg/L,2024,12,5,3,6,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,TOC ,Total Organic Carbon,mg/L,2024,13,5,4,6,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
56,Indiana Avenue,Little Calumet River at Indiana Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,4,1,6,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,6,4,8,Little Calumet River,-9758345.734333793,5108959.791525536
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,5,4,7,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,TOC ,Total Organic Carbon,mg/L,2024,12,5,4,7,North Branch Chicago River,-9760793.273420712,5150867.342273781
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,TOC ,Total Organic Carbon,mg/L,2024,13,4,3,5,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,TOC ,Total Organic Carbon,mg/L,2024,18,5,3,7,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,TOC ,Total Organic Carbon,mg/L,2024,12,7,4,25,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,TOC ,Total Organic Carbon,mg/L,2024,13,6,4,9,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,TOC ,Total Organic Carbon,mg/L,2024,11,7,6,8,Salt Creek,-9797375.60963822,5165675.359292448
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,9,6,20,Grand Calumet River,-9744810.951107476,5105915.20396417
91,Material Service Road,Des Plaines River at Material Service Road,TOC ,Total Organic Carbon,mg/L,2024,12,7,5,22,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,TOC ,Total Organic Carbon,mg/L,2024,54,5,4,7,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,6,5,6,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,TOC ,Total Organic Carbon,mg/L,2024,12,5,3,7,Bubbly Creek,-9758696.948071491,5136817.240627698
100,Wells Street,Chicago River at Wells Street,TOC ,Total Organic Carbon,mg/L,2025,3,5,5,5,Chicago River,-9755339.676982595,5144145.544547021
108,Loomis Street,South Branch Chicago River at Loomis Street,TOC ,Total Organic Carbon,mg/L,2025,3,6,5,6,South Branch Chicago River,-9758326.630046986,5137947.951214144
109,Brookfield Avenue,Salt Creek at Brookfield Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,6,6,7,Salt Creek,-9778479.118246686,5134478.740255858
111,Arlington Dr.,West Branch DuPage River at Arlington Drive,TOC ,Total Organic Carbon,mg/L,2025,3,7,6,8,West Branch DuPage River,-9811547.219382191,5157233.888994125
112,Dempster St.,North Shore Channel at Dempster Street,TOC ,Total Organic Carbon,mg/L,2025,1,3,3,3,North Shore Channel,-9763803.492506059,5167131.2098396
127,Lincoln Street,Weller Creek at Lincoln Street,TOC ,Total Organic Carbon,mg/L,2025,3,5,4,6,Weller Creek,-9791310.180190712,5169842.130070917
129,139th Street,Midlothian Creek at 139th Street,TOC ,Total Organic Carbon,mg/L,2025,2,7,6,7,Midlothian Creek,-9762565.693509998,5107888.2094410425
130,Chatham Road,Midlothian Creek at Chatham Road,TOC ,Total Organic Carbon,mg/L,2025,3,7,6,7,Midlothian Creek,-9759961.818484122,5107888.209656332
18,Devon Avenue,Salt Creek at Devon Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,7,6,8,Salt Creek,-9795587.075606022,5159923.790866642
19,Belmont Avenue,Des Plaines River at Belmont Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,6,6,7,Des Plaines River,-9779371.53102385,5151588.097147647
22,Ogden Avenue,Des Plaines River at Ogden Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,6,6,7,Des Plaines River,-9775033.160497827,5134155.08934849
23,Willow Springs Road,Des Plaines River at Willow Springs Road,TOC ,Total Organic Carbon,mg/L,2025,3,6,5,7,Des Plaines River,-9782918.22214516,5121485.94585754
36,Touhy Avenue,North Shore Channel at Touhy Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,7,7,7,North Shore Channel,-9763880.193364626,5162772.158302309
37,Wilson Avenue,North Branch Chicago River at Wilson Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,6,5,6,North Branch Chicago River,-9762427.895694703,5155720.021993471
41,Harlem Avenue,Chicago Sanitary and Ship Canal at Harlem Avenue,TOC ,Total Organic Carbon,mg/L,2025,1,5,5,5,Chicago Sanitary and Ship Canal,-9774026.337077957,5131234.839862472
43,Route 83,Calumet-Sag Channel at Route 83,TOC ,Total Organic Carbon,mg/L,2025,1,7,7,7,Calumet-Sag Channel,-9789029.93158179,5115601.921870255
48,Stephen Street,Chicago Sanitary and Ship Canal at Stephen Street,TOC ,Total Organic Carbon,mg/L,2025,1,5,5,5,Chicago Sanitary and Ship Canal,-9796052.154215598,5113077.68374999
56,Indiana Avenue,Little Calumet River at Indiana Avenue,TOC ,Total Organic Carbon,mg/L,2025,2,6,5,6,Little Calumet River,-9753472.181457821,5108772.571885121
57,Ashland Avenue,Little Calumet River at Ashland Avenue,TOC ,Total Organic Carbon,mg/L,2025,2,7,6,7,Little Calumet River,-9758345.734333793,5108959.791525536
59,Cicero Avenue,Calumet-Sag Channel at Cicero Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,6,6,7,Calumet-Sag Channel,-9766975.298081215,5109491.834437173
73,Diversey Parkway,North Branch Chicago River at Diversey Parkway,TOC ,Total Organic Carbon,mg/L,2025,3,6,5,7,North Branch Chicago River,-9760793.273420712,5150867.342273781
75,Cicero Avenue,Chicago Sanitary and Ship Canal at Cicero Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,6,5,6,Chicago Sanitary and Ship Canal,-9767527.508297497,5134013.305608013
76,Halsted Street,Little Calumet River at Halsted Street,TOC ,Total Organic Carbon,mg/L,2025,1,7,7,7,Little Calumet River,-9756147.689317683,5109826.122291395
77,Elmhurst Road,Higgins Creek at Elmhurst Road,TOC ,Total Organic Carbon,mg/L,2025,3,5,4,6,Higgins Creek,-9789503.463971145,5164194.269628853
78,Wille Road,Higgins Creek at Wille Road,TOC ,Total Organic Carbon,mg/L,2025,3,6,5,7,Higgins Creek,-9789066.534741784,5163778.873133089
79,Higgins Road,Salt Creek at Higgins Road,TOC ,Total Organic Carbon,mg/L,2025,1,7,7,7,Salt Creek,-9797375.60963822,5165675.359292448
86,Burnham Avenue,Grand Calumet River at Burnham Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,8,6,9,Grand Calumet River,-9744810.951107476,5105915.20396417
91,Material Service Road,Des Plaines River at Material Service Road,TOC ,Total Organic Carbon,mg/L,2025,3,6,5,7,Des Plaines River,-9803757.593335949,5100729.017568359
92,Lockport Powerhouse,Chicago Sanitary and Ship Canal at Lockport Powerhouse Forebay,TOC ,Total Organic Carbon,mg/L,2025,13,6,5,8,Chicago Sanitary and Ship Canal,-9804834.016711399,5096870.642820761
96,Albany Avenue,North Branch Chicago River at Albany Avenue,TOC ,Total Organic Carbon,mg/L,2025,3,6,5,6,North Branch Chicago River,-9764088.462110577,5156857.124687181
99,Archer Avenue,Bubbly Creek at Archer Avenue,TOC ,Total Organic Carbon,mg/L,2025,1,5,5,5,Bubbly Creek,-9758696.948071491,5136817.240627698
